"","file","object_id","tabular","semantic","definition_list","header_row","header_column","rule_1_violation","rule_2_violation","rule_3_violation","rule_4_violation","violations_sum"
"1197","1562849-96",373828,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1198","1562869-74",27739,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1199","1562963-87",166804,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1200","1562963-87",167095,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1201","1562935-40",91595,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1202","1562980-12",21730,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1203","1562771-21",29508,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1204","1562849-31",112142,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1205","1562962-85",186520,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1206","1563117-49",11082,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1207","1562947-11",25375,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1208","1562919-34",8087,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1209","1562963-33",56825,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1210","1562963-84",156390,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1211","1562935-38",86375,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1212","1562918-1",636,TRUE,FALSE,TRUE,TRUE,FALSE,1,0,0,1,2
"1213","1563023-76",23647,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1214","1562966-107",60347,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1215","1562966-22",12593,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1216","1562963-69",132608,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1217","1563892-92",89525,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1218","1563027-0",277,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0
"1219","1562927-23",17529,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"1220","1562958-73",30422,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1221","1563033-60",217416,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"1222","1563043-99",91892,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1223","1563143-38",78312,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1224","1562963-87",166349,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1225","1562918-39",16102,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1226","1563043-56",51610,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1227","1563034-9",12199,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1228","1563043-79",71986,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1229","1563043-81",75566,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1230","1563010-145",483612,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1231","1563033-36",79037,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"1232","1562963-75",143234,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1233","1563043-109",101357,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1234","1563065-16",40969,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1235","1563130-5",14732,FALSE,FALSE,TRUE,FALSE,TRUE,1,0,1,0,2
"1236","1563082-13",18360,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1237","1563071-4",4055,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1238","1563079-0",2539,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,1
"1239","1563093-43",29259,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1240","1563114-40",11669,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1241","1563108-106",10279,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1242","1562860-22",31652,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1243","1562918-10",4299,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1244","1563010-146",487539,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1245","1562907-17",15322,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1246","1562869-12",4341,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1247","1562924-16",6585,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1248","1562884-20",4194,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1249","1562958-76",31415,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1250","1562918-35",14474,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1251","1562893-41",22594,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1252","1562923-27",5742,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1253","1563018-12",53309,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1254","1563114-19",3366,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1255","1563120-26",16225,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1256","1563108-33",3118,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1257","1562963-95",183044,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1258","1563126-24",9507,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1259","1563055-20",12045,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1260","1562966-23",13181,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1261","1563033-80",264155,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0
"1262","1563043-71",66136,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1263","1563033-34",71975,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"1264","1563055-18",9474,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1265","1563122-24",15459,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1266","1563119-93",51866,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1267","1562992-14",55762,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1268","1562971-43",12774,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
"1269","1562918-73",29940,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1270","1563120-44",31917,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1
"1271","1563043-70",64928,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1272","1563130-6",17503,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"1273","1563121-66",18559,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1274","1563119-99",55184,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1275","1563065-24",68599,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1276","1563130-7",19325,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1
"1277","1563067-5",9647,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1278","1563082-6",8984,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1279","1563065-41",118896,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"1280","1563117-77",19839,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1281","1563108-111",11364,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1282","1563142-29",10832,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1283","1563143-14",25558,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1284","1563117-49",11116,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1285","1563151-54",98950,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1286","1563130-9",26274,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1
"1287","1563143-44",91947,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1288","1563075-6",1764,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1289","1563151-88",164219,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1290","1563151-89",165346,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1291","1563143-36",73827,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1292","1563175-89",12750,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1293","1562992-28",101167,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1
"1294","1563029-28",91412,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1295","1563175-91",13151,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1296","1563151-79",151760,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
"1297","1563023-71",21290,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1298","1563131-12",5104,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1299","1563043-63",57392,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1300","1563143-44",93191,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"1301","1563143-20",38222,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1302","1563155-49",28560,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1303","1563200-14",61135,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1304","1563167-35",5105,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0
"1305","1563216-6",12287,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1306","1563216-5",11553,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1307","1563151-61",121052,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1308","1563151-57",108419,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1309","1563175-73",9355,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1310","1563143-25",48971,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1311","1563226-12",10490,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1312","1563219-64",146411,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1313","1563204-3",1328,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1314","1563230-14",30441,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1315","1563229-28",13333,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1316","1563167-7",1169,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0
"1317","1563219-66",151091,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1318","1563229-33",14960,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1319","1563259-49",90830,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1320","1563246-71",39308,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0
"1321","1563253-65",35761,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1322","1563253-52",28270,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1323","1563253-11",5883,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1324","1563292-22",6069,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1325","1563324-16",7667,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1326","1563151-46",73461,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1327","1563303-3",3022,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1328","1563296-14",30279,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1329","1563120-40",26800,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1330","1563265-49",58371,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1331","1563246-47",28401,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0
"1332","1563260-31",4810,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1333","1563303-7",5497,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1334","1562966-101",57331,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1335","1563272-15",6265,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1336","1563303-5",4431,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1337","1563360-47",177432,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1338","1563043-101",93885,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1339","1563215-27",23922,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1340","1563265-23",26913,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
"1341","1563289-4",6461,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1342","1562992-56",201524,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1343","1563315-11",26382,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1344","1563151-51",89743,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1345","1563683-1",689,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1346","1563066-19",33458,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1347","1563117-49",10987,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1348","1563452-69",34094,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0
"1349","1563082-8",11842,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1350","1563055-18",9834,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
"1351","1563175-75",10295,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1
"1352","1563130-5",14189,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0
"1353","1563130-8",22898,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1354","1563296-15",30798,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1355","1563220-60",9324,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1356","1563054-35",9778,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1357","1563246-7",1806,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1358","1563358-6",5151,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1359","1563262-23",67672,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1360","1563253-56",30523,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1361","1563315-6",4964,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1362","1563303-8",6320,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1363","1563360-46",173933,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1364","1563324-7",3413,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1365","1563358-9",7741,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1366","1563375-67",74273,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1367","1563375-72",79356,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1368","1563400-78",92002,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0
"1369","1563358-4",3312,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1370","1563375-74",81286,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1371","1563376-7",25043,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1372","1563399-3",4848,TRUE,FALSE,TRUE,TRUE,FALSE,1,0,0,1,2
"1373","1563375-54",56916,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1374","1563427-114",55008,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1375","1563459-40",10859,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1376","1563400-32",41496,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1377","1563442-9",7848,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1378","1563523-32",89855,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"1379","1563452-68",33744,TRUE,FALSE,TRUE,TRUE,FALSE,1,0,0,1,2
"1380","1563427-117",57333,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1381","1563529-14",37292,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1382","1563523-40",117838,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1383","1563517-42",18896,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1384","1563450-24",61079,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1385","1563529-17",47052,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1386","1563517-37",16577,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1387","1563442-9",8092,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1388","1563564-29",8962,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1389","1563529-7",15164,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1390","1563522-25",11300,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1391","1563584-46",28466,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1392","1563529-7",15496,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1393","1563547-22",68123,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1394","1563651-15",35060,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1395","1563517-39",17576,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1396","1563553-58",95140,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1397","1563564-30",9827,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1398","1563375-47",49322,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1399","1563601-10",26809,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1400","1563560-58",8091,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1401","1563572-20",58417,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"1402","1563546-27",48335,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1403","1563450-34",87992,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1404","1563647-16",5494,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"1405","1563443-124",44574,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1406","1563459-18",4498,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1407","1563600-10",3436,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1408","1563450-25",64016,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1409","1563598-91",244913,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1410","1563680-1",1769,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"1411","1563688-16",38004,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1412","1563713-40",27579,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1413","1563617-5",13720,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0
"1414","1563708-20",2623,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1415","1563654-48",140459,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
"1416","1563564-19",5247,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1417","1563615-27",41199,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1418","1563634-38",65012,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1419","1563601-23",58341,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1420","1563712-12",41081,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1421","1563604-6",993,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0
"1422","1563597-38",114582,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1423","1563708-37",5286,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1424","1563600-14",5144,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1425","1563637-29",57535,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1426","1563645-39",107882,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1427","1563713-55",39122,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1428","1563712-17",56514,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1429","1563728-110",157046,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1430","1614170-1",5494,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"1431","1563717-8",12189,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1432","1563649-45",81699,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1433","1563717-50",151898,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1434","1563720-40",46791,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
"1435","1563757-4",525,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1436","1563540-27",5416,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1437","1563576-22",20139,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1438","1563637-23",45372,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1439","1563601-22",57510,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1440","1563636-28",16531,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1441","1563720-56",66621,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1442","1563661-61",111307,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1443","1563671-7",656,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1444","1563893-6",6507,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1445","1563892-98",96266,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1446","1563882-19",51317,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"1447","1563734-38",113179,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1448","1563738-18",39717,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1449","1563604-7",1061,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"1450","1563784-41",8087,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1451","1563484-46",97353,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1452","1563878-3",12805,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1453","1563916-58",85388,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1454","1563905-42",98171,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1455","1563548-5",10541,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1456","1563588-14",39810,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1457","1563547-23",70906,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1458","1563637-28",55573,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1459","1563637-18",36859,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1460","1563707-54",71431,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1461","1563732-12",7700,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1462","1563688-24",68688,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1463","1563871-12",65459,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"1464","1563918-17",34322,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1465","1563962-15",7411,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"1466","1563913-14",2059,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1467","1563923-15",3525,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0
"1468","1563558-38",7145,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1469","1563521-6",12740,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1470","1563720-24",21621,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"1471","1563720-17",14166,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"1472","1563734-52",139321,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1473","1563739-4",2518,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1474","1563809-10",37744,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
"1475","1563905-48",105014,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1476","1563918-28",55971,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1477","1563918-86",172154,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1478","1563900-6",2949,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1479","1563600-12",4175,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1480","1563635-28",4901,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"1481","1563850-5",10200,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1482","1563892-89",85813,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"1483","1563891-30",17857,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1484","1563645-26",69786,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"1485","1563568-33",58046,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"1486","1563956-26",122442,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
